selling_price,km_driven,fuel,seller_type,transmission,owner,seats,Age,Mileage(kmpl),Engine,Power,torque_value
12.07254696717504,10.92415631759022,Petrol,Dealer,Manual,First Owner,5,12,18.2,6.906754778648554,67.1,90.0
13.171155446333852,11.026808713825016,Petrol,Dealer,Manual,First Owner,5,8,18.5,7.088408778675395,82.85,7.0
13.304686600863562,11.918397239722838,Diesel,Individual,Manual,First Owner,5,5,26.59,7.130098510125578,74.0,190.0
13.244582780038517,11.184435286790631,Petrol,Dealer,Automatic,First Owner,5,5,19.1,7.088408778675395,82.0,114.0
11.695255355062795,11.127277689932466,Petrol,Dealer,Manual,Third Owner,5,13,19.7,6.680854678790215,46.3,62.0
13.493928313146206,11.608244735642321,Diesel,Individual,Manual,First Owner,5,4,22.54,7.242082359256962,88.73,7.0
12.128116509451258,11.251573687764477,Petrol,Dealer,Manual,Second Owner,5,12,21.79,6.906754778648554,67.05,90.0
12.206077645517674,11.51293546492023,Diesel,Individual,Manual,Second Owner,5,11,18.8,7.130098510125578,90.0,200.0
13.329379172803593,9.210440366976517,Petrol,Individual,Manual,First Owner,5,2,21.21,7.088408778675395,81.8,113.0
12.506180941677357,11.51293546492023,Petrol,Individual,Manual,Third Owner,5,5,15.37,7.087573705557973,73.0,101.0
13.321215875492413,10.463131911491967,Petrol,Individual,Manual,First Owner,5,3,21.4,7.088408778675395,83.1,115.0
13.345508528717259,11.156264806643742,Diesel,Individual,Automatic,Second Owner,5,7,11.79,7.687080155783135,120.0,290.0
12.899222326086994,8.517393171418904,Petrol,Individual,Manual,Second Owner,5,1,19.0,7.085901464365611,94.68,120.0
13.671641342278317,10.540090836284206,Petrol,Individual,Manual,First Owner,5,4,17.0,7.3727463664043285,121.3,151.0
13.45883704259595,11.643962499267984,Petrol,Individual,Manual,First Owner,5,11,14.3,7.4949862339505335,147.8,250.0
12.611541086966115,10.778977123006351,Petrol,Individual,Manual,First Owner,5,11,15.8,7.067319848653476,65.0,158.28754266211604
14.346139397261565,10.373522431293592,Diesel,Individual,Manual,First Owner,5,2,15.1,7.687080155783135,147.8,360.0
12.834683971615659,11.51293546492023,Diesel,Individual,Manual,First Owner,5,5,19.09,7.2485040723706105,69.01,135.0
13.165424782571753,11.918397239722838,Diesel,Individual,Manual,Second Owner,5,8,22.32,7.367077059881012,126.32,8.0
13.021437458814368,11.141876276228,Diesel,Individual,Manual,First Owner,5,8,21.9,7.242082359256962,88.76,6.0
12.611541086966115,11.51293546492023,Petrol,Individual,Manual,Second Owner,5,12,14.53,7.4949862339505335,138.1,173.0
13.07107218827772,9.472781556562168,Petrol,Individual,Manual,First Owner,5,1,21.63,6.906754778648554,67.04,90.0
13.567050480716235,11.002116507732017,Diesel,Individual,Manual,First Owner,5,5,24.3,7.130098510125578,88.5,200.0
13.296318365198623,10.596659732783579,Petrol,Individual,Manual,First Owner,5,4,20.85,7.088408778675395,83.14,115.0
12.994532278619134,10.463131911491967,Petrol,Individual,Manual,First Owner,5,4,20.51,6.906754778648554,67.04,90.0
12.611541086966115,11.695255355062795,Diesel,Individual,Manual,Second Owner,0,11,19.51658386035922,0.0,91.51914359752243,158.28754266211604
12.899222326086994,11.156264806643742,Diesel,Individual,Manual,Third Owner,5,7,20.45,7.2875606403097235,83.8,200.0
13.946539697563276,10.819798284210286,Diesel,Individual,Manual,First Owner,5,5,19.67,7.367077059881012,126.2,9.0
13.652992804936396,11.240329029936488,Diesel,Individual,Manual,First Owner,5,4,23.0,7.312553498102598,98.96,205.0
12.821260987319457,12.07254696717504,Diesel,Individual,Manual,Fourth & Above Owner,5,9,19.3,7.130098510125578,73.9,190.0
12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,5,3,23.01,6.907755278982137,67.0,91.0
12.793862088206213,10.596659732783579,Petrol,Individual,Manual,Second Owner,5,6,23.1,6.906754778648554,67.04,90.0
11.561725152903833,11.082157933374816,Petrol,Individual,Manual,Fourth & Above Owner,5,13,19.7,6.680854678790215,46.3,62.0
13.345508528717259,11.407576060361786,Diesel,Individual,Manual,Second Owner,5,8,20.77,7.130098510125578,88.76,200.0
11.813037464800539,11.289794413577894,Petrol,Individual,Manual,Second Owner,5,12,17.92,6.99117688712121,62.1,1.0
13.45883704259595,11.608244735642321,Diesel,Individual,Manual,Second Owner,5,6,20.77,7.130098510125578,88.76,200.0
13.444448325847754,7.1731917424865985,Petrol,Dealer,Manual,First Owner,5,2,17.8,7.089243155027514,86.7,109.0
15.195535557642865,10.367253014814716,Diesel,Dealer,Automatic,First Owner,5,3,17.01,7.585281078639126,147.8,158.28754266211604
15.454507466814658,9.90353755128617,Petrol,Dealer,Automatic,First Owner,5,2,22.37,7.81923445385907,147.8,202.0
14.978661680269907,10.714439990727769,Diesel,Dealer,Automatic,First Owner,5,4,19.33,7.600902459542082,147.8,430.0
15.226497775576945,9.741027444837728,Petrol,Individual,Automatic,First Owner,5,4,9.5,8.190077049719049,147.8,347.0
15.319588176962746,9.952325334619427,Diesel,Dealer,Automatic,First Owner,5,2,12.83,7.600902459542082,147.8,158.28754266211604
15.607270193858982,10.518700218288165,Diesel,Dealer,Automatic,First Owner,5,4,13.5,8.002359546252707,147.8,620.0
15.147876840910817,10.292179440058462,Diesel,Dealer,Automatic,First Owner,5,3,22.48,7.59890045687141,147.8,400.0
14.580978865220017,10.203629181337648,Diesel,Dealer,Automatic,First Owner,0,4,19.51658386035922,0.0,91.51914359752243,158.28754266211604
15.573368647930426,8.922791623969637,Diesel,Dealer,Automatic,First Owner,5,2,16.78,7.59890045687141,147.8,400.0
14.438771611060053,10.819798284210286,Petrol,Dealer,Automatic,First Owner,5,3,14.67,7.4949862339505335,147.8,158.28754266211604
14.80876270134486,10.463131911491967,Diesel,Dealer,Automatic,First Owner,5,5,15.0,7.670428522190693,147.8,500.0
14.375126917328105,9.852246888342531,Petrol,Dealer,Automatic,First Owner,5,2,13.96,7.280697195384741,141.0,250.0
13.586098651497313,10.62135173563291,Petrol,Dealer,Automatic,First Owner,5,4,18.0,7.311886164077165,117.6,145.0
13.345508528717259,10.571342565808699,Petrol,Dealer,Automatic,First Owner,5,8,14.28,7.4949862339505335,138.03,173.0
15.039286283703994,9.99884318585288,Diesel,Dealer,Automatic,First Owner,5,3,18.0,7.585788821732034,147.8,400.0
14.790070575320824,10.87806606028079,Diesel,Dealer,Automatic,First Owner,5,6,12.07,7.995643604287271,147.8,550.0
13.190023895035274,10.596659732783579,Diesel,Dealer,Manual,First Owner,5,6,26.21,7.130098510125578,88.5,200.0
15.581952390148196,10.757924157061597,Diesel,Dealer,Automatic,First Owner,5,4,13.5,8.002359546252707,147.8,490.0
13.790193775620484,11.187209175200515,Petrol,Dealer,Automatic,Second Owner,5,11,10.8,7.823245690685523,147.8,158.28754266211604
13.598598798635953,10.817796321618971,Petrol,Dealer,Manual,First Owner,5,5,16.3,7.494430215031565,147.5,5.0
14.78059183496017,9.105090961257085,Diesel,Dealer,Automatic,First Owner,5,4,13.6,7.600902459542082,147.8,430.0
13.606024566142413,9.305741456739435,Petrol,Dealer,Manual,First Owner,5,3,17.0,7.089243155027514,108.5,170.0
12.834683971615659,10.799595985047786,Petrol,Individual,Manual,First Owner,5,10,15.04,7.377133712833954,103.6,153.0
13.217675375388819,11.461642696843066,Petrol,Individual,Manual,First Owner,5,9,16.3,7.494430215031565,147.5,5.0
13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,5,5,14.3,7.377133712833954,103.5,153.0
14.751604309291395,9.798182590890704,Petrol,Dealer,Automatic,First Owner,5,3,15.04,7.596894438144544,147.8,300.0
13.303018546545275,10.738589920723442,Petrol,Dealer,Manual,First Owner,5,7,16.02,7.2254814727822945,93.7,130.0
14.80876270134486,9.680406499268875,Petrol,Dealer,Automatic,First Owner,5,4,14.74,7.596894438144544,147.8,300.0
13.681980308196241,9.798182590890704,Petrol,Dealer,Automatic,First Owner,5,4,15.6,7.311886164077165,116.3,146.0
13.704578997256993,9.175231194862615,Petrol,Dealer,Automatic,First Owner,5,2,19.56,7.088408778675395,81.8,113.0
12.07254696717504,9.305741456739435,Petrol,Dealer,Manual,First Owner,5,10,23.95,6.906754778648554,67.05,90.0
12.73670383776449,10.098272780745283,Petrol,Dealer,Manual,First Owner,5,9,21.21,7.088408778675395,81.8,113.0
14.23750562376114,10.64932205537508,Diesel,Dealer,Automatic,Second Owner,5,5,11.36,7.9215356321335495,147.8,360.0
13.840204146163925,8.987321812850125,Diesel,Dealer,Automatic,First Owner,5,3,21.5,7.311886164077165,108.5,260.0
14.580978865220017,10.308985993422082,Diesel,Dealer,Automatic,First Owner,5,5,22.69,7.59890045687141,147.8,400.0
14.45736497045232,10.62135173563291,Petrol,Dealer,Automatic,First Owner,5,5,19.16,7.822044008185619,147.8,213.0
14.88022163978423,9.392745258631441,Diesel,Dealer,Automatic,First Owner,5,5,18.12,7.59890045687141,147.8,400.0
13.017005083966255,11.170449240431308,Petrol,Dealer,Automatic,First Owner,5,12,12.1,7.767687277186908,147.8,224.0
13.652992804936396,9.90353755128617,Petrol,Individual,Manual,First Owner,5,5,17.5,7.2254814727822945,91.1,130.0
16.118095750958314,10.308985993422082,Petrol,Individual,Automatic,First Owner,4,4,19.51658386035922,7.585788821732034,147.8,640.0
12.611541086966115,11.51293546492023,Diesel,Individual,Manual,Second Owner,5,10,20.54,7.377133712833954,103.6,250.0
13.26212705890841,9.15915233520675,Petrol,Individual,Manual,First Owner,5,3,18.16,7.087573705557973,86.8,112.0
11.982935344196433,11.695255355062795,Diesel,Individual,Manual,First Owner,5,10,20.0,7.24422751560335,68.0,160.0
13.151924121391561,10.50783084142058,Petrol,Individual,Manual,First Owner,5,6,20.4,7.088408778675395,81.8,113.0
12.873904582205107,10.819798284210286,Petrol,Individual,Automatic,Second Owner,5,6,20.51,6.906754778648554,67.0,90.0
13.217675375388819,9.546884034617925,Petrol,Individual,Manual,Second Owner,5,5,18.6,7.088408778675395,81.83,7.0
10.596659732783579,10.596659732783579,Petrol,Individual,Manual,Second Owner,4,22,16.1,6.680854678790215,37.0,59.0
12.301387370778713,11.695255355062795,Diesel,Individual,Manual,First Owner,5,11,21.1,7.130098510125578,73.9,113.0
12.959846800844963,11.156264806643742,Petrol,Individual,Manual,First Owner,5,6,18.9,7.088408778675395,82.0,114.0
13.081543466215237,9.472781556562168,Petrol,Individual,Manual,First Owner,5,2,19.44,6.907755278982137,75.0,95.0
12.899222326086994,11.002116507732017,Petrol,Individual,Manual,Second Owner,5,7,18.9,7.088408778675395,82.0,114.0
13.096021455450709,10.463131911491967,Petrol,Individual,Manual,First Owner,5,7,19.1,7.088408778675395,85.8,114.0
12.863595239117187,10.691967639914864,Petrol,Individual,Manual,Second Owner,5,5,19.1,7.088408778675395,82.0,114.0
11.51293546492023,11.695255355062795,Petrol,Individual,Manual,Second Owner,5,16,13.0,7.309212365692763,100.0,158.28754266211604
12.611541086966115,11.002116507732017,Diesel,Individual,Manual,First Owner,5,11,21.43,7.21890970761906,87.2,205.0
11.51293546492023,11.002116507732017,Petrol,Individual,Manual,First Owner,5,21,18.5,6.680854678790215,53.0,71.0
14.375126917328105,10.308985993422082,Diesel,Individual,Manual,Second Owner,5,7,13.0,8.000684784514748,147.8,343.0
13.017005083966255,9.61587214452889,Petrol,Individual,Manual,Second Owner,5,5,18.15,7.089243155027514,82.0,115.0
13.102162710901053,11.407576060361786,Diesel,Individual,Manual,First Owner,5,4,22.95,7.130098510125578,74.0,190.0
12.75130259456002,10.757924157061597,Petrol,Individual,Manual,Second Owner,5,12,17.0,7.311886164077165,118.0,146.0
11.350418300109132,11.407576060361786,Petrol,Individual,Manual,First Owner,5,16,17.3,6.901737206656574,60.0,78.0
12.278397958261774,11.700242855114809,Petrol,Individual,Manual,Second Owner,5,11,18.9,6.906754778648554,67.1,90.0
12.676079399771027,11.51293546492023,Petrol,Individual,Manual,Third Owner,5,11,16.2,7.3777589082278725,103.2,158.28754266211604
13.038981768465277,11.002116507732017,Petrol,Individual,Manual,Second Owner,5,5,20.85,7.088408778675395,83.14,115.0
11.082157933374816,11.362114203075018,Petrol,Individual,Manual,First Owner,5,16,15.3,7.201916317531627,83.0,115.0
13.487007879880162,8.517393171418904,Petrol,Individual,Manual,First Owner,5,1,18.6,7.088408778675395,81.86,158.28754266211604
13.592368256649284,10.518700218288165,Diesel,Individual,Manual,First Owner,5,4,28.09,7.130098510125578,88.5,200.0
13.161586013632684,9.546884034617925,Petrol,Individual,Manual,First Owner,5,2,20.3,7.090076835776092,84.0,114.0
13.270785106659046,11.156264806643742,Diesel,Individual,Manual,First Owner,5,6,20.77,7.130098510125578,88.76,200.0
12.367345048436391,11.695255355062795,Diesel,Individual,Manual,First Owner,0,9,19.51658386035922,0.0,91.51914359752243,158.28754266211604
13.304686600863562,10.819798284210286,Petrol,Individual,Manual,First Owner,5,6,17.4,7.311886164077165,117.3,145.0
12.577639650232573,11.002116507732017,Petrol,Individual,Manual,Second Owner,5,7,19.4,7.089243155027514,86.8,109.0
12.793862088206213,10.819798284210286,CNG,Individual,Manual,First Owner,5,5,19.51658386035922,6.906754778648554,58.16,77.0
13.217675375388819,10.819798284210286,Petrol,Individual,Manual,First Owner,5,4,20.85,7.088408778675395,83.14,115.0
12.834683971615659,11.156264806643742,Petrol,Individual,Manual,First Owner,5,8,18.5,7.088408778675395,82.85,7.0
10.596659732783579,11.407576060361786,Petrol,Individual,Manual,Second Owner,0,18,19.51658386035922,0.0,91.51914359752243,158.28754266211604
12.948012371209098,10.463131911491967,Petrol,Individual,Automatic,First Owner,5,3,20.51,6.906754778648554,67.0,90.0
13.217675375388819,9.90353755128617,Petrol,Individual,Manual,First Owner,5,4,21.21,7.088408778675395,81.8,113.0
12.506180941677357,9.90353755128617,Petrol,Individual,Manual,First Owner,5,3,24.7,6.680854678790215,47.3,69.0
13.45883704259595,8.962007209588313,Petrol,Individual,Automatic,First Owner,5,3,22.0,7.088408778675395,81.8,113.0
13.122365377402328,9.90353755128617,Petrol,Individual,Manual,First Owner,5,4,20.4,7.088408778675395,81.8,113.0
14.038654909278163,9.61587214452889,Diesel,Individual,Manual,First Owner,5,2,17.6,7.687080155783135,147.8,320.0
12.676079399771027,10.3538622893929,Petrol,Individual,Manual,Second Owner,5,8,18.5,7.088408778675395,82.85,7.0
13.45883704259595,10.819798284210286,Diesel,Individual,Manual,First Owner,5,3,28.4,7.130098510125578,74.02,190.0
12.577639650232573,11.002116507732017,Petrol,Individual,Manual,First Owner,5,6,20.51,6.906754778648554,67.04,90.0
13.217675375388819,11.51293546492023,Petrol,Individual,Automatic,First Owner,5,9,14.53,7.492760300922379,138.1,173.0
12.487488878546145,11.002116507732017,Petrol,Individual,Manual,First Owner,5,9,19.4,7.089243155027514,86.8,109.0
13.629182184591333,8.517393171418904,Petrol,Individual,Automatic,First Owner,5,3,21.4,7.088408778675395,83.1,115.0
13.592368256649284,11.002116507732017,Diesel,Individual,Manual,First Owner,5,4,14.1,7.687080155783135,147.8,320.0
11.982935344196433,10.12667110305036,Petrol,Individual,Manual,Second Owner,5,10,19.7,6.680854678790215,46.3,62.0
12.721888795877375,10.308985993422082,Petrol,Individual,Manual,First Owner,5,3,25.17,6.684611727667927,53.3,72.0
12.703816069256568,11.289794413577894,Petrol,Individual,Manual,Second Owner,5,4,20.63,7.089243155027514,67.0,104.0
13.560619598657233,11.225256725762893,Diesel,Individual,Manual,First Owner,5,4,24.3,7.130098510125578,88.5,200.0
13.169248871698304,10.373522431293592,Petrol,Individual,Manual,First Owner,5,1,20.14,7.088408778675395,81.86,158.28754266211604
12.409017571151187,10.596659732783579,Petrol,Individual,Manual,First Owner,5,6,22.74,6.680854678790215,47.3,69.0
12.524530013005734,11.440365524765756,Petrol,Individual,Manual,Second Owner,5,9,17.0,7.088408778675395,80.0,158.28754266211604
13.161586013632684,11.002116507732017,Petrol,Individual,Manual,First Owner,5,3,17.57,7.085064293952548,88.7,140.0
11.775297421715827,11.695255355062795,Petrol,Individual,Manual,Second Owner,0,13,19.51658386035922,0.0,91.51914359752243,158.28754266211604
13.217675375388819,10.518700218288165,Petrol,Individual,Manual,First Owner,5,7,16.95,7.312553498102598,97.7,134.0
13.721200977393528,9.61587214452889,Petrol,Individual,Manual,First Owner,5,3,17.0,7.311886164077165,121.36,150.0
12.611541086966115,11.289794413577894,Petrol,Individual,Manual,First Owner,5,6,19.49,7.089243155027514,67.04,104.0
12.765691290604371,11.849404844423074,Petrol,Individual,Manual,First Owner,5,5,20.51,6.906754778648554,67.04,90.0
